1_id	1_span	1_anno_const:pos-const	1_anno_default_ns:lemma-deprel	1_anno_default_ns:morph	1_anno_default_ns:norm	1_anno_default_ns:pos-deprel
87779440		ART	der	acc|pl|fem	die	ART
87779449		NN	Salbe	acc|pl|fem	Salben	NN
87779458		APPR	zu	'NULL'	zu	APPR
87779468		ART	der	dat|pl|masc	den	ART
87779480		NN	Franzose	dat|pl|masc	Franzosen	NN
87779489		VVINF	vermischen	sg|3|pres|ind	vermischt	VVPP
87779498		$,	,	'NULL'	/	$,
87779507		KON	und	'NULL'	und	KON
87779516		VVFIN	töten	sg|3|pres|ind	tötet	VVFIN
87779526		ADV	zugleich	'NULL'	zugleich	ADV
87779535		ADV	auch	'NULL'	auch	ADV
87779545		ART	der	acc|sg|masc	die	ART
87779554		NN	Würmer	acc|sg|masc	Würmer	NN
87779564		$.	.	'NULL'	.	$.
87779574		ART	der	nom|sg|neut	Das	ART
87779589		PROAV	davon	'NULL'	davon	PROAV
87779600	 	ADJA	destilliert	nom|sg|neut|pos	destillierte	ADJA
87779615		NN	Wasser	nom|sg|neut	Wasser	NN
87779624		APPR	auf	'NULL'	auf	APPR
87779634		ART	der	acc|pl|masc	die	ART
87779644		NN	Ort	acc|pl|masc	Orte	NN
87779654		ART	der	gen|pl|neut	der	ART
87779664		NN	Haar	gen|pl|neut	Haare	NN
87779673		APPR	über	'NULL'	über	APPR
87779683		ART	der	dat|sg|fem	der	ART
87779692		ADJA	weiblich	dat|sg|fem|pos	weiblichen	ADJA
87779701		NN	Scham	dat|sg|fem	Scham	NN
87779710		VVFIN	legen	'NULL'	gelegt	VVPP
87779719		$,	,	'NULL'	/	$,
87779729		VVFIN	befördern	sg|3|pres|ind	befördert	VVFIN
87779740		ART	der	acc|sg|fem	die	ART
87779750		ADJA	verstopft	acc|sg|fem|pos	verstopfte	ADJA
87779761		NN	Blume	acc|sg|fem	Blume	NN
87779770		$,	,	'NULL'	/	$,
87779779		VVFIN	trocknen	sg|3|pres|ind	trocknet	VVFIN
87779790		PIAT	aller	acc|pl|fem	alle	PIAT
87779800		ADJA	faul	acc|pl|fem|pos	faulen	ADJA
87779810		NN	Feuchtigkeit	acc|pl|fem	Feuchtigkeiten	NN
87779819		ART	der	gen|sg|fem	der	ART
87779834	 	NN	Gebärmutter	gen|sg|fem	Gebärmutter	NN
87779849		PTKVZ	aus	'NULL'	aus	PTKVZ
87779858		$,	,	'NULL'	/	$,
87779867		KON	und	'NULL'	und	KON
87779876		VVFIN	machen	sg|3|pres|ind	macht	VVFIN
87779886		ADJD	dieselbig	nom|sg|masc	dieselbige	PDS
87779895		ART	der	gen|sg|fem	der	ART
87779905		NN	Empfängnis	gen|sg|fem	Empfängnis	NN
87779914		ADJD	fähig	pos	fähig	ADJD
87779924		$.	.	'NULL'	.	$.
87779933		VVFIN	helfen	sg|3|pres|ind	hilft	VVFIN
87779944		ART	der	dat|sg|fem	der	ART
87779959	 	NN	Nachgeburt	dat|sg|fem	Nachgeburt	NN
87779974		$,	,	'NULL'	/	$,
87779983		PWAV	wie	'NULL'	wie	KON
87779994		ADV	gleichfalls	'NULL'	gleichfalls	ADV
87780003		ART	der	dat|sg|fem	der	ART
87780014		ADJA	tot	dat|sg|fem|pos	toten	ADJA
87780023		KON	und	'NULL'	und	KON
87780032		ADJA	abgestanden	dat|sg|fem|pos	abgestandenen	ADJA
87780042		NN	Frucht	dat|sg|fem	Frucht	NN
87780051		VVFIN	heraus	'NULL'	heraus	PTKVZ
87780060		$,	,	'NULL'	/	$,
87780069		VVFIN	töten	sg|3|pres|ind	tötet	VVFIN
87780080		ART	der	acc|pl|masc	die	ART
87780090		NN	Würmer	acc|pl|masc	Würmer	NN
87780099		$,	,	'NULL'	/	$,
87780108		VVFIN	zerbrechen	sg|3|pres|ind	zerbricht	VVFIN
87780119		ART	der	acc|sg|masc	den	ART
87780129		NN	Stein	acc|sg|masc	Stein	NN
87780138		$,	,	'NULL'	/	$,
87780148		VVFIN	stillen	sg|3|pres|ind	stillt	VVFIN
87780159		ART	der	acc|pl|fem	die	ART
87780169		NN	Verblutung	acc|pl|fem	Verblutungen	NN
87780178		$,	,	'NULL'	/	$,
87780187		KON	und	'NULL'	und	KON
87780197		VVFIN	vertreiben	sg|3|pres|ind	vertreibt	VVFIN
87780208		ART	der	acc|pl|masc	die	ART
87780219		NN	Schmerz	acc|pl|masc	Schmerzen	NN
87780228		ART	der	gen|pl|masc	der	ART
87780239		NN	Ohr	gen|pl|masc	Ohren	NN
87780249		$.	.	'NULL'	.	$.
87780262		NN	Zypressen	nom|pl|fem	Zypressen	NN
87780275		$.	.	'NULL'	.	$.
87780289		NN	Abrotanum	nom|sg|neut	Abrotanum	FM
87780305		VVPP	foemina	nom|sg|fem	foemina	FM
87780315		$.	.	'NULL'	.	$.
87780327		NN	Name	nom|pl|masc	Namen	NN
87780340		$.	.	'NULL'	.	$.
87780352		NN	Gestalt	nom|sg|fem	Gestalt	NN
87780365		$.	.	'NULL'	.	$.
87780379		ART	der	nom|pl|neut	Die	ART
87780394		NN	Zypresse	nom|pl|neut	Zypressen	NN
87780403		$,	,	'NULL'	/	$,
87780413		ADV	so	'NULL'	so	KOUS
87780424		APPR	zu	'NULL'	zu	APPR
87780433		NN	Latein	dat|sg|neut	Latein	NN
87780446		NE	Abrotanum	nom|sg|neut	Abrotanum	FM
87780457		ADJD	foemina,	nom|*|*	foemina,	NE
87780468		$,	,	'NULL'	,	$,
87780478		ADJD	italienisch	pos	italienisch	ADJD
87780490		ADJD	abrotono	nom|sg|masc	abrotono	FM
87780501	 	ADJD	Foemina	nom|sg|fem	foemina	FM
87780518		$,	,	'NULL'	,	$,
87780530		ADJD	Herba	nom|sg|fem	herba	FM
87780541		ADJD	Camforata	nom|sg|fem	camforata	FM
87780550		$,	,	'NULL'	,	$,
87780562	 	ADJD	Santolina	nom|sg|fem	santolina	FM
87780579		KON	und	'NULL'	und	KON
87780591		ADJD	Cypressina	nom|sg|fem	cypressina	FM
87780600		VVPP	nennen	'NULL'	genannt	VVPP
87780610		VAFIN	werden	sg|3|pres|ind	wird	VAFIN
87780619		$,	,	'NULL'	/	$,
87780628		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
87780637		ADJD	dick	pos	dick	ADJD
87780647		APPR	von	'NULL'	von	APPR
87780657		NN	Ast	dat|pl|masc	Ästen	NN
87780666		$,	,	'NULL'	/	$,
87780675		VAFIN	haben	sg|3|pres|ind	hat	VAFIN
87780685		ADJA	weißlich	acc|pl|neut|pos	weißliche	ADJA
87780696		NN	Blatt	acc|pl|neut	Blätter	NN
87780705		$,	,	'NULL'	/	$,
87780714		ADJD	goldgelb	nom|pl|fem|pos	goldgelbe	ADJA
87780726		KON	und	'NULL'	und	KON
87780735		ADJD	rund	acc|pl|fem|pos	runde	ADJA
87780744		VVPP	Blume	acc|pl|fem	Blumen	NN
87780753		$,	,	'NULL'	/	$,
87780762		VVFIN	blühen	sg|3|pres|ind	blüht	VVFIN
87780773		APPRART	in	dat|sg|masc	im	APPRART
87780784		NN	Sommer	dat|sg|masc	Sommer	NN
87780793		$,	,	'NULL'	/	$,
87780802		KON	und	'NULL'	und	KON
87780811		VAFIN	haben	sg|3|pres|ind	hat	VAFIN
87780821		APPR	mit	'NULL'	mit	APPR
87780832		ART	der	dat|sg|fem	der	ART
87780847		NN	Stabwurz	dat|sg|fem	Stabwurz	NN
87780856		ADV	durchaus	'NULL'	durchaus	ADV
87780867		ADJA	einerlei	*|*|*	einerlei	ART
87780877		NN	Natur	dat|sg|fem	Natur	NN
87780887		$,	,	'NULL'	/	$,
87780896		NN	Kraft	dat|sg|fem	Kraft	NN
87780905		KON	und	'NULL'	und	KON
87780914	 	NN	Vermögen	dat|pl|neut	Vermögen	NN
87780930		$.	.	'NULL'	.	$.
87780945		NN	Wermut	nom|sg|masc	Wermut	NN
87780958		$.	.	'NULL'	.	$.
87780972		NN	Absynthium	nom|sg|neut	Absynthium	FM
87780985		$.	.	'NULL'	.	$.
87780997		NN	Name	nom|pl|masc	Namen	NN
87781010		$.	.	'NULL'	.	$.
87781024		ART	der	nom|sg|masc	Der	ART
87781038		NN	Wermut	nom|sg|masc	Wermut	NN
87781047		VVFIN	heißen	sg|3|pres|ind	heißt	VVFIN
87781056		APPR	auf	'NULL'	auf	APPR
87781067		NE	Lateinisch	dat|sg|neut	Lateinisch	NN
87781077		KON	und	'NULL'	und	KON
87781086		NE	arabisch	dat|sg|neut	Arabisch	NN
87781100		NE	Absynthium	nom|sg|neut	Absynthium	FM
87781109		$,	,	'NULL'	,	$,
87781118		ADJA	italienisch	pos	italienisch	ADJD
87781131	 	NN	Assenzo	nom|sg|masc	Assenzo	FM
87781148		$,	,	'NULL'	,	$,
87781157		ADJA	spanisch	pos	spanisch	ADJD
87781170		NN	Assentios	nom|sg|masc	Assentios	FM
87781179		$,	,	'NULL'	,	$,
87781189		KON	oder	'NULL'	oder	KON
87781201		NN	Alosna	nom|sg|fem	Alosna	FM
87781210		$,	,	'NULL'	,	$,
87781219		KON	und	'NULL'	und	KON
87781228		ADJA	französisch	pos	französisch	ADJD
87781242		NN	Absince	nom|sg|masc	Absince	FM
87781252		$.	.	'NULL'	.	$.
87781264		NN	Geschlecht	nom|sg|neut	Geschlecht	NN
87781277		$.	.	'NULL'	.	$.
87781288		VAFIN	sein	sg|3|pres|ind	Ist	VAFIN
87781302		ADJD	viererlei	*|*|*	viererlei	PIAT
87781313		ADJD	Geschlecht	nom|sg|neut	Geschlecht	NN
87781322		KON	und	'NULL'	und	KON
87781332		ADJD	Art	nom|sg|fem	Art	NN
87781341		$,	,	'NULL'	/	$,
87781350		APPR	als	'NULL'	als	KOKOM
87781362		ART	der	nom|sg|masc	der	ART
87781371		NN	Gemeine	nom|sg|masc	Gemeine	NN
87781381		$,	,	'NULL'	/	$,
87781390		ART	der	nom|sg|masc	der	ART
87781400	 	NN	Edle	nom|sg|masc	Edle	NN
87781415		KON	oder	'NULL'	oder	KON
87781424		NN	pontisch	nom|sg|masc	Pontische	NN
87781433		$,	,	'NULL'	/	$,
87781442		ART	der	nom|sg|masc	der	ART
87781458	 	NN	Meerwermut	nom|sg|masc	Meerwermut	NN
87781473		$,	,	'NULL'	/	$,
87781482		ADV	sonst	'NULL'	sonst	ADV
87781494		ADJD	Santonicum	nom|sg|neut	Santonicum	FM
87781504		VVPP	nennen	'NULL'	genannt	VVPP
87781513		$,	,	'NULL'	/	$,
87781522		KON	und	'NULL'	und	KON
87781531		ADV	dann	'NULL'	dann	ADV
87781542		ART	der	nom|sg|masc	der	ART
87781553	 	NN	Seriphium	nom|sg|masc	Seriphium	FM
87781569		APPR	aus	'NULL'	aus	APPR
87781579		NE	Ägypten	dat|sg|neut	Ägypten	NE
87781589		$.	.	'NULL'	.	$.
87781601		NN	Gestalt	nom|sg|fem	Gestalt	NN
87781614		$.	.	'NULL'	.	$.
87781625		ART	der	nom|sg|masc	Der	ART
87781639		ADJA	gemein	nom|sg|masc|pos	gemeine	ADJA
87781648		VAFIN	haben	sg|3|pres|ind	hat	VVFIN
87781659		ADJA	ästig	acc|pl|masc|pos	ästige	ADJA
87781671		NN	Stängel	acc|pl|masc	Stängel	NN
87781680		$,	,	'NULL'	/	$,
87781689		ADJA	haarig	acc|pl|neut|pos	haarige	ADJA
87781699		NN	grau	acc|pl|neut|pos	graue	ADJA
87781708		KON	und	'NULL'	und	KON
87781718		ADJA	gespalten	acc|pl|neut|pos	gespaltene	ADJA
87781728		NN	Blatt	acc|sg|masc	Blätter	NN
87781737		$,	,	'NULL'	/	$,
87781746		KOKOM	wie	'NULL'	wie	KOKOM
87781757		ART	der	nom|sg|masc	der	ART
87781767		NE	Beifuß	nom|sg|masc	Beifuß	NN
87781776		$,	,	'NULL'	/	$,
87781785		VVFIN	bekommen	sg|3|pres|ind	bekommt	VVFIN
87781795		ADJA	klein	acc|sg|neut|pos	kleine	ADJA
87781805		ADJA	gelb	acc|sg|neut|pos	gelbe	ADJA
87781815		NN	Blümlein	acc|sg|neut	Blümlein	NN
87781824		$,	,	'NULL'	/	$,
87781833		APPR	aus	'NULL'	aus	APPR
87781844		PWAT	welcher	dat|pl|fem	welchen	PRELS
87781853		ADJA	klein	nom|pl|neut|pos	kleine	ADJA
87781863		ADJA	rund	nom|pl|neut|pos	runde	ADJA
87781872		NN	Knöpflein	nom|pl|neut	Knöpflein	NN
87781881	  	VVPP	hervorwachsen	pl|3|pres|ind	hervorwachsen	VVFIN
87781902		$,	,	'NULL'	/	$,
87781911		PWAV	darinnen	'NULL'	darinnen	PRELS
87781920		PRF	sich	acc|sg|3	sich	PRF
87781929		ART	der	nom|sg|masc	der	ART
87781939		NN	Samen	nom|sg|masc	Samen	NN
87781949		VVFIN	verhalten	sg|3|pres|ind	verhält	VVFIN
87781959		$.	.	'NULL'	.	$.
87781969		PPOSAT	sein	nom|sg|fem	Seine	PPOSAT
87781985		NN	Wurzel	nom|sg|fem	Wurzel	NN
87781994		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
87782005		ADV	fast	'NULL'	fast	ADV
87782016		VVPP	verteilen	pos	verteilt	ADJD
87782025		$,	,	'NULL'	/	$,
87782034		ADV	jedoch	'NULL'	jedoch	KON
87782043		ADJD	fest	pos	fest	ADJD
87782052		KON	und	'NULL'	und	KON
87782061	 	VVFIN	holzig	pos	holzig	ADJD
87782078		$.	.	'NULL'	.	$.
87782088		ART	der	nom|sg|fem	Die	ART
87782103		ADJA	gut	nom|sg|fem|sup	beste	ADJA
87782112		NN	Zeit	nom|sg|fem	Zeit	NN
87782121		PIAT	solcher	acc|sg|neut	solches	PIAT
87782132		NN	Kraut	acc|sg|neut	Kraut	NN
87782141		VVIZU	einsammeln	'NULL'	einzusammeln	VVIZU
87782150		$,	,	'NULL'	/	$,
87782159		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
87782168		ART	der	nom|sg|masc	der	ART
87782185		NN	Heumonat	nom|sg|masc	Heumonat	NN
87782194		$,	,	'NULL'	/	$,
87782203		KOKOM	als	'NULL'	als	KOUS
87782217		KOUS	da	'NULL'	da	ADV
87782226		PPER	es	nom|sg|neut|3	es	PPER
87782235		APPRART	an	'NULL'	am	APPR
87782246	 	PIS	meister	*|*|*	meisten	PIAT
87782261		VVINF	Samen	acc|pl|masc	Samen	NN
87782270		VAFIN	haben	sg|3|pres|ind	hat	VVFIN
87782279		$,	,	'NULL'	/	$,
87782288		KON	und	'NULL'	und	KON
87782297		VAFIN	werden	sg|3|pres|ind	wird	VAFIN
87782307		APPR	an	'NULL'	an	APPR
87782319		ART	ein	dat|sg|masc	einem	ART
87782328		NN	Schatten	dat|sg|masc	Schatten	NN
87782337		VVINF	dörren	'NULL'	gedörrt	VVPP
87782347		$.	.	'NULL'	.	$.
87782359		NN	Ort	nom|sg|masc	Ort	NN
87782372		$.	.	'NULL'	.	$.
87782383		ART	der	nom|sg|masc	Der	ART
87782397		NN	Gemein	nom|sg|masc	Gemeine	NN
87782406		VVFIN	wachsen	sg|3|pres|ind	wächst	VVFIN
87782419		ADV	allenthalben	'NULL'	allenthalben	ADV
87782428		APPR	von	'NULL'	von	APPR
87782438		PRF	sich	dat|sg|3	sich	PRF
87782447		ADV	selbst	'NULL'	selbst	ADV
87782456		$,	,	'NULL'	/	$,
87782465		ART	der	nom|sg|masc	der	ART
87782475		NN	pontisch	nom|sg|masc	Pontische	NN
87782484		APPR	in	'NULL'	in	APPR
87782496		NE	Pontus	dat|sg|masc	Pontus	NE
87782507		$,	,	'NULL'	/	$,
87782516		NE	Ungarn	dat|sg|neut	Ungarn	NE
87782525		KON	und	'NULL'	und	KON
87782538		NE	Böhmen	dat|sg|neut	Böhmen	NE
87782547		$.	:	'NULL'	:	$.
87782557		ART	der	nom|sg|masc	der	ART
87782569		NN	Santonicum	nom|sg|masc	Santonicum	NN
87782578		$,	,	'NULL'	,	$,
87782587		APPR	an	'NULL'	an	APPR
87782597		ART	der	dat|pl|neut	den	ART
87782607		NN	Ufer	dat|pl|neut	Ufern	NN
87782616		ART	der	gen|sg|neut	des	ART
87782626		NN	Meer	gen|sg|neut	Meeres	NN
87782635		$,	,	'NULL'	/	$,
87782644		KON	und	'NULL'	und	KON
87782654		ART	der	nom|sg|masc	der	ART
87782666		NN	Seriphium	nom|sg|masc	Seriphium	NN
87782675		APPR	in	'NULL'	in	APPR
87782685		NE	Ägypten	dat|sg|neut	Ägypten	NE
87782695		$.	.	'NULL'	.	$.
87782707		NN	Natur	nom|sg|fem	Natur	NN
87782720		$.	.	'NULL'	.	$.
87782731		ART	der	nom|sg|masc	Der	ART
87782745		NN	Edele	nom|sg|masc	Edele	NN
87782755		KON	oder	'NULL'	oder	KON
87782764		NN	Römisch	nom|sg|masc	Römische	NN
87782773		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
87782782		APPRART	in	dat|sg|masc	im	APPRART
87782793		ADJA	erster	dat|sg|masc|pos	ersten	ADJA
87782802		NN	Grad	dat|sg|masc	Grad	NN
87782811		VVINF	hitzig	pos	hitzig	ADJD
87782820		$,	,	'NULL'	/	$,
87782829		KON	und	'NULL'	und	KON
87782838		APPRART	in	dat|sg|masc	im	APPRART
87782848		ADJA	dritter	dat|sg|neut|pos	dritten	ADJA
87782857	 	NN	trocken	pos	trocken	ADJD
87782872		$,	,	'NULL'	/	$,
87782881		KOUS	da	'NULL'	da	KOUS
87782891		ART	der	nom|sg|masc	der	ART
87782901		NN	Saft	nom|sg|masc	Saft	NN
87782910		ART	der	acc|sg|neut	das	ART
87782920		NN	Kraut	acc|sg|neut	Kraut	NN
87782929		APPR	in	'NULL'	in	APPR
87782939		ART	der	dat|sg|fem	der	ART
87782948		NN	Hitze	dat|sg|fem	Hitze	NN
87782957		VVFIN	übertreffen	sg|3|pres|ind	übertrifft	VVFIN
87782966		$.	.	'NULL'	.	$.
87782975		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
87782986		APPR	neben	'NULL'	neben	APPR
87782996		NN	solcher	dat|sg|neut	solchem	PIS
87783005		ADV	auch	'NULL'	auch	ADV
87783015		ART	ein	gen|sg|neut	eines	ART
87783026		ADJA	bittern	gen|sg|masc|pos	bittern	ADJA
87783035		$,	,	'NULL'	/	$,
87783044		TRUNC	ein	'NULL'	ein-	TRUNC
87783055		KON	und	'NULL'	und	KON
87783064		ADJA	zusammenziehend	gen|sg|masc|pos	zusammenziehenden	ADJA
87783073		KON	und	'NULL'	und	KON
87783082		ADJA	scharf	gen|sg|neut|pos	scharfen	ADJA
87783091		NN	Geschmack	gen|sg|masc	Geschmacks	NN
87783100		$,	,	'NULL'	/	$,
87783109		VAFIN	haben	sg|3|pres|ind	hat	VVFIN
87783120		APPR	über	'NULL'	über	APPR
87783130		PRELS	der	acc|sg|neut	das	PDS
87783139		ART	der	acc|sg|fem	die	ART
87783149		NN	Natur	acc|sg|fem	Natur	NN
87783158		$,	,	'NULL'	/	$,
87783170		KOUS	daß	'NULL'	dass	KOUS
87783181		PPER	er	nom|sg|masc|3	er	PPER
87783190		ADJD	erwärmen	sg|3|pres|ind	erwärmt	VVFIN
87783199		$,	,	'NULL'	/	$,
87783209		ADJD	abstergieren	sg|3|pres|ind	abstergiert	VVFIN
87783219		KON	oder	'NULL'	oder	KON
87783228		ADJD	reinigen	sg|3|pres|ind	reinigt	VVFIN
87783237		$,	,	'NULL'	/	$,
87783246		VVFIN	vertrocknen	sg|3|pres|ind	vertrocknet	VVFIN
87783256		KON	und	'NULL'	und	KON
87783265		VVFIN	stärken	sg|3|pres|ind	stärkt	VVFIN
87783276		$.	.	'NULL'	.	$.
87783287		ART	der	nom|sg|masc	Der	ART
87783303		NN	Seriphium	nom|sg|masc	Seriphium	NN
87783312		VVFIN	hitzigen	sg|3|pres|ind	hitzigt	VVFIN
87783321		ART	ein	*|*|*	ein	ART
87783332		PIS	wenig	*|*|*	wenig	PIAT
87783341		PIS	mehr	*|*|*	mehr	PIS
87783350		$,	,	'NULL'	/	$,
87783359		APPR	als	'NULL'	als	KOKOM
87783369		ART	der	nom|sg|masc	der	ART
87783378		NN	Edele	nom|sg|masc	Edele	NN
87783387		$,	,	'NULL'	/	$,
87783396		KON	und	'NULL'	und	KON
87783406		VVFIN	pflegen	sg|3|pres|ind	pflegt	VVFIN
87783418		PROAV	deswegen	'NULL'	deswegen	PROAV
87783427		ADV	auch	'NULL'	auch	ADV
87783436		ADV	etwas	'NULL'	etwas	ADV
87783446		PIS	mehr	*|*|*	mehr	PIS
87783455		PTKZU	zu	'NULL'	zu	PTKZU
87783468		VVINF	extenuieren	'NULL'	extenuieren	VVINF
87783477		KON	und	'NULL'	und	KON
87783486		NN	dünn	pos	dünn	ADJD
87783496		PTKZU	zu	'NULL'	zu	PTKZU
87783506		VVINF	machen	'NULL'	machen	VVINF
87783515		$,	,	'NULL'	/	$,
87783524		ADV	gleich	'NULL'	gleich	ADV
87783537		KOKOM	wie	'NULL'	wie	KOUS
87783548		ART	der	nom|sg|masc	der	ART
87783557		NN	Santonicum	nom|sg|masc	Santonicum	FM
87783566		PIS	etwas	'NULL'	etwas	ADV
87783575		ADV	weniger	'NULL'	weniger	ADV
87783584		VVFIN	extenuieren	'NULL'	extenuiert	VVPP
87783593		$,	,	'NULL'	/	$,
87783602		ADJD	erwärmen	'NULL'	erwärmt	VVPP
87783612		KON	und	'NULL'	und	KON
87783621		ADJD	trocknen	pos	trocknet	ADJD
87783630		$,	,	'NULL'	/	$,
87783639		APPR	als	'NULL'	als	KOKOM
87783651		ART	der	nom|sg|masc	der	ART
87783661		NN	Seriphium	nom|sg|masc	Seriphium	NN
87783671		$.	.	'NULL'	.	$.
87783683		ADJD	innerlich	nom|sg|fem|pos	Innerliche	ADJA
87783697		NE	Krafft	nom|sg|fem	Krafft	NN
87783707		$.	.	'NULL'	.	$.
87783721		NN	Konserve	nom|sg|fem	Konserve	NN
87783735		APPRART	zu	dat|sg|fem	zur	APPRART
87783751	 	NN	Wassersucht	dat|sg|fem	Wassersucht	NN
87783767		$.	.	'NULL'	.	$.
87783779		ART	der	nom|sg|masc	Der	ART
87783794		NN	Wermut	nom|sg|masc	Wermut	NN
87783803		VVFIN	dienen	sg|3|pres|ind	dient	VVFIN
87783812		ADJD	sonderlich	pos	sonderlich	ADJD
87783821		ART	der	dat|sg|masc	dem	ART
87783831		NN	Magen	dat|sg|masc	Magen	NN
87783840		$,	,	'NULL'	/	$,
87783849		VVFIN	helfen	sg|3|pres|ind	hilft	VVFIN
87783858		ART	der	dat|sg|fem	der	ART
87783870		NN	Dauung	dat|sg|fem	Dauung	NN
87783879		$,	,	'NULL'	/	$,
87783888	 	VVFIN	erwärmen	sg|3|pres|ind	erwärmt	VVFIN
87783906		ART	der	acc|sg|masc	den	ART
87783916		NE	Leib	acc|sg|masc	Leib	NN
87783925		$,	,	'NULL'	/	$,
87783934		VVFIN	mildern	sg|3|pres|ind	mildert	VVFIN
87783945		ART	der	acc|pl|masc	die	ART
87783955		NN	Schmerz	acc|pl|masc	Schmerzen	NN
87783964		$,	,	'NULL'	/	$,
87783973		VVFIN	treiben	sg|3|pres|ind	treibt	VVFIN
87783983		PIAT	alle	acc|sg|neut	alles	PIAT
87783995		NN	Gift	nom|sg|neut	Gift	NN
87784004		KON	und	'NULL'	und	KON
87784013		ADJA	anderer	acc|pl|fem|pos	andere	ADJA
87784023	 	ADJA	schädlich	acc|pl|fem|pos	schädliche	ADJA
87784038		NN	Sache	acc|pl|fem	Sachen	NN
87784047		APPR	aus	'NULL'	aus	APPR
87784057		ART	der	dat|sg|masc	dem	ART
87784066		NN	Leib	dat|sg|masc	Leib	NN
87784075		PTKVZ	heraus	'NULL'	heraus	PTKVZ
87784084		$.	.	'NULL'	.	$.
87784093		PWS	welcher	gen|sg|neut	Welches	PREL
87784103		VVFIN	Vermögen	gen|sg|neut	Vermögens	NN
87784113		ADV	denn	'NULL'	denn	ADV
87784123		ADV	auch	'NULL'	auch	ADV
87784133		ART	der	nom|pl|fem	die	ART
87784144	 	NN	Blume	nom|pl|fem	Blumen	NN
87784159		KON	und	'NULL'	und	KON
87784168		ART	der	nom|sg|masc	der	ART
87784183		NN	Wermutwein	nom|sg|masc	Wermutwein	NN
87784192		PTKZU	zu	'NULL'	zu	PTKZU
87784200		VAINF	sein	'NULL'	sein	VAINF
87784207		VVINF	pflegen	'NULL'	pflegen	VVINF
87784217		$.	.	'NULL'	.	$.
87784228		KON	denn	'NULL'	Denn	KON
87784244		ART	der	nom|pl|fem	die	ART
87784254		NN	Blume	nom|pl|fem	Blumen	NN
87784263		APPR	mit	'NULL'	mit	APPR
87784274	 	NN	Kümmel	dat|sg|masc	Kümmel	NN
87784289		APPR	in	'NULL'	in	APPR
87784299		NN	Wein	dat|sg|masc	Wein	NN
87784308		ADJD	gesotten	'NULL'	gesotten	VVFIN
87784317		$,	,	'NULL'	/	$,
87784326		KON	und	'NULL'	und	KON
87784335		ADJD	warm	pos	warm	ADJD
87784347		VVPP	trinken	'NULL'	getrunken	VVPP
87784356		$,	,	'NULL'	/	$,
87784365		VVFIN	lindern	pl|3|pres|ind	lindern	VVFIN
87784375		ART	der	acc|pl|masc	die	ART
87784386		NN	Schmerz	acc|pl|masc	Schmerzen	NN
87784395		ART	der	gen|sg|masc	des	ART
87784407		NN	Magen	gen|sg|masc	Magens	NN
87784416		KON	und	'NULL'	und	KON
87784425		NN	Leibs	gen|sg|masc	Leibs	NN
87784434		$,	,	'NULL'	/	$,
87784443		VVFIN	töten	pl|3|pres|ind	töten	VVFIN
87784454		ART	der	acc|pl|masc	die	ART
87784464		NN	Würmer	acc|pl|masc	Würmer	NN
87784473		$,	,	'NULL'	/	$,
87784482		VVFIN	vertilgen	pl|3|pres|ind	vertilgen	VVFIN
87784493		ART	der	acc|sg|fem	die	ART
87784508		NN	Gelbsucht	acc|sg|fem	Gelbsucht	NN
87784518		$,	,	'NULL'	/	$,
87784527		NN	befördern	pl|3|pres|ind	befördern	VVFIN
87784536		ART	der	acc|sg|fem	die	ART
87784547		ADJA	weiblich	acc|sg|fem|pos	weibliche	ADJA
87784558		NN	Blume	acc|sg|fem	Blume	NN
87784567		$,	,	'NULL'	/	$,
87784576		VVFIN	heilen	pl|3|pres|ind	heilen	VVFIN
87784587		ART	der	acc|pl|neut	die	ART
87784597		ADJA	giftig	acc|pl|masc|pos	giftigen	ADJA
87784607		NN	Bisse	acc|pl|masc	Bisse	NN
87784616		ART	der	gen|pl|neut	der	ART
87784626		NN	Tier	gen|pl|neut	Tiere	NN
87784635		$,	,	'NULL'	/	$,
87784644		KON	und	'NULL'	und	KON
87784653		VVFIN	dienen	pl|3|pres|ind	dienen	VVFIN
87784663		APPR	mit	'NULL'	mit	APPR
87784673		NE	Essig	dat|sg|masc	Essig	NN
87784684		NE	trinken	pos	getrunken	VVPP
87784693		APPR	wider	'NULL'	wider	APPR
87784704		ART	der	acc|sg|neut	das	ART
87784713		APPR	aus	'NULL'	aus	APPR
87784724		ART	der	dat|pl|neut	den	ART
87784733		ADJA	giftig	dat|pl|masc|pos	giftigen	ADJA
87784742		NN	Schwämme	dat|pl|masc	Schwämmen	NN
87784751		ADJA	entstanden	acc|pl|fem|pos	entstandene	ADJA
87784760		NN	Würgen	acc|sg|neut	Würgen	NN
87784770		$.	:	'NULL'	:	$.
87784781		ART	der	nom|sg|masc	Der	ART
87784795		ADJA	Samen	nom|sg|masc	Samen	NN
87784804		NN	trinken	pos	getrunken	VVPP
87784813		VVFIN	stillen	sg|3|pres|ind	stillt	VVFIN
87784823		ART	der	acc|sg|fem	die	ART
87784833		ADJA	rot	acc|sg|fem|pos	rote	ADJA
87784842		NN	Ruhr	acc|sg|fem	Ruhr	NN
